itemId,parentItemId,salePrice,upc,categoryPath,thumbnailImage,mediumImage,largeImage,categoryNode
54056482,54056482,199.84,190780429624,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/e269955d-0406-497c-ba3c-1e5f75866789_1.5c9fe380b4ed308e7ab058570235f711.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/e269955d-0406-497c-ba3c-1e5f75866789_1.5c9fe380b4ed308e7ab058570235f711.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/e269955d-0406-497c-ba3c-1e5f75866789_1.5c9fe380b4ed308e7ab058570235f711.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56136485,56136485,115.0,190403082342,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/f6acc7f6-d68c-4010-86f7-11850a9ee04a_2.9ec024686629fce060f57330025f1045.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f6acc7f6-d68c-4010-86f7-11850a9ee04a_2.9ec024686629fce060f57330025f1045.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f6acc7f6-d68c-4010-86f7-11850a9ee04a_2.9ec024686629fce060f57330025f1045.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
54518466,54518466,169.0,888863811427,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/f3077845-8786-4bfa-ba98-482f06af91a2_1.2bdade6ddc986cbd875304164a98aa06.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f3077845-8786-4bfa-ba98-482f06af91a2_1.2bdade6ddc986cbd875304164a98aa06.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f3077845-8786-4bfa-ba98-482f06af91a2_1.2bdade6ddc986cbd875304164a98aa06.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56123840,56123840,129.0,827396534168,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/1e89b1dd-d951-4875-aaca-17c12ca281e4_1.8471ac0e151913e81d487d7c730e653e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/1e89b1dd-d951-4875-aaca-17c12ca281e4_1.8471ac0e151913e81d487d7c730e653e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/1e89b1dd-d951-4875-aaca-17c12ca281e4_1.8471ac0e151913e81d487d7c730e653e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
197424692,197424692,213.0,191628693696,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/2516ed33-ca9e-4818-b8b1-04809ffeecfa_2.bb550d731642abebd894134a43019429.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2516ed33-ca9e-4818-b8b1-04809ffeecfa_2.bb550d731642abebd894134a43019429.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2516ed33-ca9e-4818-b8b1-04809ffeecfa_2.bb550d731642abebd894134a43019429.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
970503627,970503627,429.0,192545382533,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,https://i5.walmartimages.com/asr/d8875b3b-df0c-49e4-91bc-b96817bf4e82_1.9b746acaf7106dca9c06bb25130da5ac.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d8875b3b-df0c-49e4-91bc-b96817bf4e82_1.9b746acaf7106dca9c06bb25130da5ac.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d8875b3b-df0c-49e4-91bc-b96817bf4e82_1.9b746acaf7106dca9c06bb25130da5ac.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56123850,56123850,129.0,880010013548,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/0454332e-4163-48b1-bbe3-54c349f3820a_2.8a482b46b37c5b7d4e89746f288fc487.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/0454332e-4163-48b1-bbe3-54c349f3820a_2.8a482b46b37c5b7d4e89746f288fc487.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/0454332e-4163-48b1-bbe3-54c349f3820a_2.8a482b46b37c5b7d4e89746f288fc487.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
932224106,932224106,349.0,192545103411,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,https://i5.walmartimages.com/asr/107062e3-ea86-40bc-b189-ffdb17174f3a_1.66c7edb7a9dc354524bd5cbdcc70fde0.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/107062e3-ea86-40bc-b189-ffdb17174f3a_1.66c7edb7a9dc354524bd5cbdcc70fde0.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/107062e3-ea86-40bc-b189-ffdb17174f3a_1.66c7edb7a9dc354524bd5cbdcc70fde0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
384707570,384707570,249.0,192651208383,Electronics/Computers/Laptops/Laptops By Brand/Lenovo Laptops,https://i5.walmartimages.com/asr/1ff89e48-f337-4db0-8e79-0cb9241e53fc_1.adadeddcebd391cd77674b51115f0c94.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/1ff89e48-f337-4db0-8e79-0cb9241e53fc_1.adadeddcebd391cd77674b51115f0c94.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/1ff89e48-f337-4db0-8e79-0cb9241e53fc_1.adadeddcebd391cd77674b51115f0c94.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56123852,56123852,129.0,880010013586,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/7ec0cf48-9f79-4a2c-84cb-50d2a723277b_1.07862a714cb601c008433699214058d5.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/7ec0cf48-9f79-4a2c-84cb-50d2a723277b_1.07862a714cb601c008433699214058d5.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/7ec0cf48-9f79-4a2c-84cb-50d2a723277b_1.07862a714cb601c008433699214058d5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
51397788,51397788,444.0,889899806517,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/1dd6dabb-35e2-4db3-8ae5-d734f1c5cd57_1.60464bb6664d436db3db84ddbaa30de3.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/1dd6dabb-35e2-4db3-8ae5-d734f1c5cd57_1.60464bb6664d436db3db84ddbaa30de3.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/1dd6dabb-35e2-4db3-8ae5-d734f1c5cd57_1.60464bb6664d436db3db84ddbaa30de3.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56153453,56153453,249.0,191628993017,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/57bb3c89-e1fb-4e39-a732-58584cae141a_2.f583411f1ca7dae5176fb0967c6ecdd6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/57bb3c89-e1fb-4e39-a732-58584cae141a_2.f583411f1ca7dae5176fb0967c6ecdd6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/57bb3c89-e1fb-4e39-a732-58584cae141a_2.f583411f1ca7dae5176fb0967c6ecdd6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56123845,56123845,179.0,827396534212,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/3273bf76-93f7-4350-9a44-9068e480ffea_1.71e658c3491ebb30bcb6d70a390b51a0.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/3273bf76-93f7-4350-9a44-9068e480ffea_1.71e658c3491ebb30bcb6d70a390b51a0.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/3273bf76-93f7-4350-9a44-9068e480ffea_1.71e658c3491ebb30bcb6d70a390b51a0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
762707479,762707479,169.0,192545800235,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/c8082c01-7522-4781-b685-5f5f6411d645_1.3acb48c147d2b401d45972404176d40d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/c8082c01-7522-4781-b685-5f5f6411d645_1.3acb48c147d2b401d45972404176d40d.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/c8082c01-7522-4781-b685-5f5f6411d645_1.3acb48c147d2b401d45972404176d40d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
55358398,55358398,139.0,190403006775,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,https://i5.walmartimages.com/asr/f3a9039d-33fd-4d2e-88f9-6aa003db7c57_1.6344d5cae1d99d04b057fe70ff4b760c.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f3a9039d-33fd-4d2e-88f9-6aa003db7c57_1.6344d5cae1d99d04b057fe70ff4b760c.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f3a9039d-33fd-4d2e-88f9-6aa003db7c57_1.6344d5cae1d99d04b057fe70ff4b760c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
410372666,410372666,299.0,192545103459,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,https://i5.walmartimages.com/asr/d1bcb5c0-8ba3-4703-80a5-260aacdc81b9_1.34710f01670d3b27b3aa4beb5d8abd76.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d1bcb5c0-8ba3-4703-80a5-260aacdc81b9_1.34710f01670d3b27b3aa4beb5d8abd76.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/d1bcb5c0-8ba3-4703-80a5-260aacdc81b9_1.34710f01670d3b27b3aa4beb5d8abd76.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56123858,56123858,129.0,827396534052,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/2a61de8d-1068-46db-a063-4a4bc729fd15_2.32969f83e34b3c80d5a8fe2fa649abc6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2a61de8d-1068-46db-a063-4a4bc729fd15_2.32969f83e34b3c80d5a8fe2fa649abc6.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2a61de8d-1068-46db-a063-4a4bc729fd15_2.32969f83e34b3c80d5a8fe2fa649abc6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
444500759,444500759,379.0,192563561347,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/947cc279-0d33-4a88-a749-349e65a8b770_1.c80278bc1fa251934004fd4688682029.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/947cc279-0d33-4a88-a749-349e65a8b770_1.c80278bc1fa251934004fd4688682029.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/947cc279-0d33-4a88-a749-349e65a8b770_1.c80278bc1fa251934004fd4688682029.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
955642724,955642724,429.0,884116277149,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/30479c85-5ec5-41be-a289-83d235cf0207_1.b94e70cc3d493cac7380cb0ef5aa636e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/30479c85-5ec5-41be-a289-83d235cf0207_1.b94e70cc3d493cac7380cb0ef5aa636e.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/30479c85-5ec5-41be-a289-83d235cf0207_1.b94e70cc3d493cac7380cb0ef5aa636e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
54056480,54056480,199.0,190780429617,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/83fce361-1aa5-4dec-8f80-e89aa4a97a2f_1.93e64fec28a9c5a773e8587f056e1785.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/83fce361-1aa5-4dec-8f80-e89aa4a97a2f_1.93e64fec28a9c5a773e8587f056e1785.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/83fce361-1aa5-4dec-8f80-e89aa4a97a2f_1.93e64fec28a9c5a773e8587f056e1785.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
156946563,156946563,299.0,192651212199,Electronics/Computers/Laptops/Laptops By Brand/Lenovo Laptops,https://i5.walmartimages.com/asr/4671c4db-47dd-47ae-ae40-3d439dc72b27_1.a6120e280afc26e09d2dd117057d62f0.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/4671c4db-47dd-47ae-ae40-3d439dc72b27_1.a6120e280afc26e09d2dd117057d62f0.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/4671c4db-47dd-47ae-ae40-3d439dc72b27_1.a6120e280afc26e09d2dd117057d62f0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
677478400,677478400,349.99,191114458686,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/5c65dac7-02da-4131-8d1f-097ea0efa278_1.093da82d2573a0bba86f927910534ce2.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/5c65dac7-02da-4131-8d1f-097ea0efa278_1.093da82d2573a0bba86f927910534ce2.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/5c65dac7-02da-4131-8d1f-097ea0efa278_1.093da82d2573a0bba86f927910534ce2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
441405265,441405265,248.98,191628063758,Electronics/Computers/Laptops/Laptops By Brand/HP Laptops,https://i5.walmartimages.com/asr/0f0d775b-2f46-4fee-a7fa-77f5f0c62706_2.9ec024686629fce060f57330025f1045.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/0f0d775b-2f46-4fee-a7fa-77f5f0c62706_2.9ec024686629fce060f57330025f1045.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/0f0d775b-2f46-4fee-a7fa-77f5f0c62706_2.9ec024686629fce060f57330025f1045.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
323892529,323892529,325.96,191628345618,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,https://i5.walmartimages.com/asr/2787bc4e-d04b-4d47-b150-b8edcb0ccc05_2.87a35137ebb6b4098947295885fe93bb.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2787bc4e-d04b-4d47-b150-b8edcb0ccc05_2.87a35137ebb6b4098947295885fe93bb.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2787bc4e-d04b-4d47-b150-b8edcb0ccc05_2.87a35137ebb6b4098947295885fe93bb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
796266165,796266165,521.99,190781891659,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,https://i5.walmartimages.com/asr/f857b626-9e12-4b45-a8df-303337251d02_2.65e7d8f51d0295040bc6b5145df9d260.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f857b626-9e12-4b45-a8df-303337251d02_2.65e7d8f51d0295040bc6b5145df9d260.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/f857b626-9e12-4b45-a8df-303337251d02_2.65e7d8f51d0295040bc6b5145df9d260.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
47836539,47836539,329.0,889894835338,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,https://i5.walmartimages.com/asr/2da6aa54-aa38-4ed4-b695-61db571ce1a0_1.b0c6e506e34514c2ac841ccd23234eff.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2da6aa54-aa38-4ed4-b695-61db571ce1a0_1.b0c6e506e34514c2ac841ccd23234eff.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2da6aa54-aa38-4ed4-b695-61db571ce1a0_1.b0c6e506e34514c2ac841ccd23234eff.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
56095041,56095041,129.0,190403068810,Electronics/Computers/Laptops/Shop Laptops by Type/Google Chromebook,https://i5.walmartimages.com/asr/43d6895a-0438-4374-a22b-73575304ef83_1.db06eaf6038c74b924c4262deaa754e2.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/43d6895a-0438-4374-a22b-73575304ef83_1.db06eaf6038c74b924c4262deaa754e2.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/43d6895a-0438-4374-a22b-73575304ef83_1.db06eaf6038c74b924c4262deaa754e2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
54476821,54476821,208.66,191081298827,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,https://i5.walmartimages.com/asr/2e2602c3-49bb-4813-b480-e622b039c560_1.0ce4ee6dfb78c5e3a0e35f92af90e39b.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2e2602c3-49bb-4813-b480-e622b039c560_1.0ce4ee6dfb78c5e3a0e35f92af90e39b.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,https://i5.walmartimages.com/asr/2e2602c3-49bb-4813-b480-e622b039c560_1.0ce4ee6dfb78c5e3a0e35f92af90e39b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,3944_3951_1089430
